Name Ship to,Ship to party,Total Cost,Min,Max
LEADEC KFT.,505378683,397021.5490000001,40.4,1932.21
SIGFRID ÉS FIAI KFT.,505379199,27127.190000000002,71.7,880.3
VOLF JÓZSEF VÁLLALKOZÓ,505377954,15889.177000000001,12.39,182.85
MATERNITY MAGÁNKLINIKA KFT.,505378530,33222.622,1.25,274.16
FRESH CORNER RESTAURANTS KFT.,505378434,168714.66200000004,0.94,144.549
PARTNER IN PET FOOD HUNGÁRIA KFT,505378500,163308.31000000003,48.23,697.0
METRO KERESKEDELMI KFT.,505379088,54970.64800000001,6.48,289.3
GIVAUDAN HUNGARY KFT.,505378643,2502750.3160000006,0.088,26435.4
PRIZMA-Food Szolgáltató Korlátolt F,507037433,122509.23200000002,234.9,711.15
FRESH CORNER RESTAURANTS KFT.,505378440,175911.394,0.18,173.6
DELIREST Magyarország Kft.,505377584,136232.12000000002,9.58,166.396
PHOENIX PHARMA  ZRT.,505377286,17378.787000000004,72.8,336.96
AUCHAN MAGYARORSZÁG KFT.,505378364,2503.588,22.24,22.24
Kazincbarcikai Kórház,505377680,143006.98899999997,6.052,130.75
PRIZMA-JUNIOR ZRT.,505378812,46276.965,114.44,128.319
INTERBOS KFT.,505378458,238409.29100000003,151.2,1595.85
WESTHIGIÉNIA KFT.,505378758,1084397.8880000005,0.033,752.767
ORSZÁGOS VÉRELLÁTÓ SZOLGÁLAT,505377922,5024.1810000000005,8.0,8.0
Pick Szeged Zrt. Központi Telep,505377262,428507.55100000004,0.001,137.0
Andras Székely,505376025,472655.088,0.033,27.248
PLAZMASZOLGÁLAT KFT.,505378488,203880.26400000002,0.2,79.114
COLOPLAST HUNGARY KFT.,505378396,5724.823,72.58,72.58
EGAL-TEAM FACILITY KFT.,505379480,13924.228000000001,12.02,160.23
PRIZMA-JUNIOR ZRT.,505378813,265226.322,0.37,479.17
SEMMELWEIS EGYETEM,505377218,2503.588,8.664,8.664
# P.DUSSMANN KFT.,505377431,168242.852,11.12,932.4
P.DUSSMANN KFT,507261225,48381.54100000001,26.5,187.444
# P.DUSSMANN KFT.,505377397,61731.48100000001,26.22,347.01
P.DUSSMANN KFT.,505377432,31745.038000000004,10.76,89.16
P.DUSSMANN KFT.,505377364,31745.038000000004,6.454,60.910000000000004
# P.DUSSMANN KFT.,505377398,60067.18800000001,13.11,180.7
# P.DUSSMANN KFT.,505377459,43206.36,10.76,130.432
P.DUSSMANN KFT.,505377389,11193.34,266.21999999999997,266.21999999999997
P.DUSSMANN KFT.,505869257,21340.662,10.79,57.17
P.DUSSMANN KFT.,507261347,9466.035000000002,13.13,121.428
P.DUSSMANN KFT.,507088675,26347.838,11.12,88.45400000000001
P.DUSSMANN KFT.,505377395,5509.832,21.88,21.88
P.DUSSMANN KFT.,507302111,196245.29899999997,21.88,611.18
P.DUSSMANN KFT.,507440305,21996.641,13.13,92.052
P.DUSSMANN KFT.,505377391,47742.189000000006,10.38,49.4
P.DUSSMANN KFT.,507234697,115062.518,10.75,68.4
P.DUSSMANN KFT.,505377400,17360.796000000002,21.12,44.58
P.DUSSMANN KFT.,505377382,15417.528,6.4,26.268
P.DUSSMANN KFT.,505377433,2503.588,22.24,22.24
XVI. KERÜLET KERTVÁROSI E,505378470,10014.352,14.2,35.5
SMH TRADE KFT.,507255519,57038.74100000001,114.5,709.27
Gnocco Promenade Garden Irodaház,507542904,7013.446,12.39,210.091
Szent Margit Rendelőintézet,505378015,23844.25,12.54,90.54
TEVA GYÓGYSZERGYÁR ZRT,505377168,488098.95800000004,83.6,5375.0
PRIZMA-JUNIOR ZRT.,507005126,94542.31900000002,38.4,388.6
GRAND HOTEL SAVOY,507270441,257060.42199999993,0.0,1179.025
DR. VASS LÁSZLÓ EÜ-I INTÉ,505377942,10014.352,18.2,48.6
P.DUSSMANN KFT.,505377444,53666.02500000002,2.0,92.09
Tiszaág Integrált Szociális Intézmé,505377476,133327.61600000004,20.9,369.12
Sáhó-Á Kft.,505465891,92213.691,238.8,1061.3
LEADEC KFT.,507244078,86528.16100000001,3.05,1291.28
REALTRADE KFT.,505378657,73849.00500000003,10.981,143.4
Zoltan Brunecker,505369968,303708.23199999996,0.3,37.692
B.BRAUN AVITUM HUNGARY ZRT.,505377319,2503.588,25.34,25.34
Prizma-Junior Zrt. 67-es üzem,505819987,57537.191000000006,5.55,454.62
P.DUSSMANN KFT.,507529985,49514.774,22.24,381.834
Hajdúhús 2000 Kft.,507194693,66436.49100000001,3.55,572.5
ECO-MEAT KFT.,505378952,14867.225,11.379,103.28
Pharmamagist Kft.,505379332,7510.764000000001,11.04,43.65
DA VINCI KFT.,505379400,76359.679,11.38,133.44
Rampart Gasztronómia Kft.,507049596,63900.65499999999,37.32,362.3
Lumniczer Sándor Kórház-Rendelőinté,507548301,10048.362000000001,14.2,27.5
DELIREST Magyarország Kft.,505377619,47032.521000000015,9.58,97.04
BUDAVÁRI ÖNKORMÁNYZAT,505377722,12517.94,6.62,34.85
KOMLÓI EGÉSZSÉGCENTRUM,505377239,78562.61899999998,6.62,88.0
Semmelweis Egyetem Arc- Állcsont-,505377204,3159.5670000000005,72.84,72.84
Mary-Ker Pasta Kft. - Zala-Clean,506944081,48162.826,149.4,597.6
Parma Produkt Kft.,506115786,11982.289000000002,44.66,66.99
Csongrád-Csanád Megyei Egészségügyi,505377288,4466.1990000000005,14.2,14.2
DELIREST Magyarország Kft.,505377616,40296.098000000005,6.4,140.325
Észak-Pesti Centrumkórház-Honvédkór,505806894,5024.1810000000005,9.728,9.728
PADDOCK-RING KFT. PANNÓNIA RING ÉTT,505378707,30044.435000000005,12.39,206.61
HAT-AGRO Higigénia Kft.,506104662,237987.70400000006,167.2,10450.0
COLOPLAST HUNGARY KFT.,505378395,31417.385000000002,42.848,42.848
Art Manual Kft.,505876552,11326.310000000001,12.39,79.324
"ORSZÁGOS MENTÁLIS, IDEGGYÓGYÁSZATI",505377165,41528.02700000001,9.728,220.0
Észak-Pesti Centrumkórház-Honvédkór,505377478,28626.102000000003,0.0,781.0
P.DUSSMANN KFT.,506906892,88810.68300000002,8.628,769.568
Rubix Magyarország Kft.,507519583,7793.760000000001,111.65,111.65
Bosch Budapest Innovációs Kampusz/2,505379479,5007.176,2.02,26.4
MEDICOVER EGÉSZSÉGKÖZPONT ZRT,505377308,32010.993000000002,3.93,91.92
FRESH CORNER RESTAURANTS KFT.,505378435,88591.61600000001,2.7,123.483
PRIZMA-Food Szolgáltató Kft.,507570469,49967.43000000001,12.39,577.2
MVM Dome,507500493,13806.234000000002,12.39,656.792
PRIZMA-JUNIOR ZRT.,505378804,87801.586,6.4,542.78
MASTERCLEAN KFT.,505378590,15129.190000000002,10.49,126.05
PETFOOD SERVICE SOLUTION,505378928,5663.155000000001,22.1,56.48
P.DUSSMANN KFT.,507559361,5007.176,39.39,39.39
MEDI-CONT KFT.,505378421,40098.09300000001,22.08,114.59
SZÁZHALOMBATTAI EGÉSZSÉGÜGYI KÖZALA,505377571,5007.176,9.096,14.196
T+V Kft.,507568768,11019.664,1.25,1.25
MEDI-RADIOPHARMA KFT.,505377974,2569.588,44.66,44.66
Plazmaszolgálat Kft.,506116908,222874.384,0.6,261.931
PLAZMASZOLGÁLAT KFT.,505378484,383304.113,0.045,62.992
DELIREST Magyarország Kft.,505377645,164331.276,21.28,407.816
DELIREST Magyarország Kft.,506434987,56484.28000000001,5.55,98.32
NOVOTEL CITY HOTEL,505822088,5007.176,5.2,25.9
Plazmaszolgálat Kft.,506206368,186286.76799999998,1.0,63.232
DELIREST Magyarország Kft.,505377617,42801.65200000002,10.64,84.52
Testnevelési Egyetem GyakorlóSporti,507570496,4509.858,233.43,233.43
TISSUE KFT.,505379237,7605.760000000001,108.3,108.3
HERENDI PORCELÁNMANUFAKTÚRA ZRT.,505377755,17770.801,10.39,104.55
KORAX GÉPGYÁR KFT.,505378672,278672.35199999996,0.084,7.622
PRIZMA-JUNIOR ZRT.,507568877,126340.03099999999,10.97,550.62
Országos Onkológiai Intézet Műszaki,505484119,8822.722000000002,14.06,88.0
SÜNI ÓVODÁK,505378330,8810.056,25.9,103.6
Budapesti Péterfy Sándor Utcai Kórh,505377302,20149.032,6.0,85.376
Mogyi Kft.,507276656,19780.433000000005,14.89,545.09
Semmelweis Egyetem,505413082,20874.675000000003,8.0,114.1
FAKULTÁS FM,507257492,28535.116,109.96,126.92
PRIZMA-JUNIOR ZRT.,505378801,131719.143,0.36,508.59
Bold-Agro Kft. - Feldolgozó Üzem,506087264,86051.30900000001,218.6,1174.66
LOGOBOX KFT.,505378702,34072.594,11.59,175.56
Wáberer Medical Center Kft.,505975685,35706.211,3.93,58.31
ZEPHRON KFT.,505378949,29845.061,42.8,386.26
APCI HÚS KFT.,505378522,10670.331,5.55,58.3
APCI HÚS KFT.,505378521,7510.764000000001,11.379,43.19
APCI HÚS KFT.,505378520,11326.310000000001,11.379,76.69
APCI HÚS KFT.,505378517,11113.646,58.47,100.83
IMOLA Vendégház Kft.,507479144,11623.646,72.38,97.27
PRIZMA-Food Szolgáltató Korlátolt F,507037435,137616.73600000003,6.4,422.67
Zsófia Martinovszky,507365458,5007.176,6.63,20.255
Rita Kubicsek,507009640,10014.352,6.63,42.44
Tunde Czeilinger,507009809,10014.352,6.63,38.57
Edina Balogh,507009830,2503.588,6.63,6.63
P.DUSSMANN KFT.,507476947,110839.247,4.44,287.71
PÁSZTOR-HÚS KFT.,505378003,231098.44500000004,21.9,1762.2
BIO - FUNGI KFT.,505378315,28988.093000000004,68.7,566.7
SOPRONI ERZSÉBET OKTATÓ KÓRHÁZ,505377117,86935.16600000001,3.2,744.7
Balassagyarmati Dr. Kenessey Albert,505377278,51809.066000000006,27.75,168.3
P.DUSSMANN KFT.,507476945,90118.52799999999,6.4,249.156
Őt-Villgép Kft.,506087268,15072.543000000001,10.0,10.0
Dr. Szántó László Szeretetotthon,507583483,5509.832,5.69,5.69
P.DUSSMANN KFT.,505377338,45087.42700000001,296.16,558.305
KISS ÉS TÁRSAI KFT.,505378605,53565.74800000001,477.2,705.8
Erwin van Wessel,507009801,5007.176,14.93,33.861
Lóránd László,507009725,5007.176,22.58,29.86
Zsófia Faluba,507000127,2503.588,14.93,14.93
Mónika Kapitány,507009984,2503.588,14.93,14.93
Attila Martinez,507365444,7510.764000000001,5.062,19.54
FAPARKETTA BT.,505378468,11982.289000000002,14.14,91.0
Országos Onkológiai Intézet,505377159,56669.88300000002,3.04,210.524
PLAZMASZOLGÁLAT KFT.,505378485,33150.641,14.59,69.22800000000001
B.BRAUN AVITUM HUNGARY ZRT.,505377323,10014.352,11.1,44.73
Sole-Mizo Zrt.,507049657,133833.52,21.9,2384.7
CERES SÜTÖIPARI KFT.,505377971,27425.818000000003,6.22,64.155
METRO KERESKEDELMI KFT.,505379093,29944.392000000003,11.23,547.187
Semmelweis Egyetem,505377197,5007.176,12.54,12.54
Anita Benes,507009649,7510.764000000001,10.44,32.21
SEMMELWEIS EGYETEM,505377196,32105.988999999998,1.9,121.2
NAGYATADI KORHÀZ,505412918,104656.53699999998,5.55,104.28
RLP Higiénia Kft.,506185292,234949.16599999997,0.03,267.8
Semmelweis Egyetem,505377186,19480.387000000002,5.55,142.0
DELIREST Magyarország Kft.,505377654,26468.166,2.28,93.62
A-CÉL HUNGARY KFT.,505378972,10065.022,4.79,83.64
A-CÉL HUNGARY KFT.,505378973,26455.5,14.37,102.8
PG-HOLDING ZRT.,505379164,37233.242000000006,183.2,300.08
PG-HOLDING ZRT.,505379159,31761.752000000004,419.87,475.72
PG-HOLDING ZRT.,505379122,109593.90100000001,0.85,548.79
PG-HOLDING ZRT.,505468686,174112.27000000002,0.12,657.79
PG-HOLDING ZRT.,505379133,34463.020000000004,220.38,276.44
PG-HOLDING ZRT.,505379170,28779.094000000005,117.15,259.58
P.DUSSMANN KFT.,506175671,23441.928000000004,48.08,202.044
HENKEL MAGYARORSZÁG OPERATION KFT,505377133,390091.29300000006,0.828,5153.5
Wolt Services Magyarország Kft.,507381414,151201.828,0.2,30.084
DELIREST Magyarország Kft.,505377620,6319.134000000001,56.265,75.565
Országos Mozgásszervi Intézet,506293268,7013.446,47.0,220.0
ORSZÁGOS SPORTEGÉSZSÉGÜGYI INTÉZET,505377473,10670.331,7.1,56.8
P.DUSSMANN KFT.,507116936,169578.07899999997,20.78,329.498
TOLNATEJ ZRT.,505377225,252067.078,53.8,2602.5
P.DUSSMANN KFT.,505377430,41374.093,42.19,117.38
METRO KERESKEDELMI KFT.,505379085,17862.772000000004,14.49,375.948
ALPHA-VET KFT.,505379017,248626.81399999998,0.824,609.893
TÓTH ÉS FIA CUKRÁSZ BT.,505377955,14405.221000000001,10.74,99.13
PRIZMA-Food Szolgáltató Korlátolt F,505379498,19856.376,11.44,373.809
FLAVORCHEM EUROPE KFT.,505379382,84579.69000000002,4.42,1447.69
HírTV Zrt.,505379525,3159.5670000000005,54.468,54.468
KEL KFT. - KAY EEU LOGISZTIKA,505378043,5509.832,50.0,50.0
PERO-SAFE KFT.,505379204,4340.1990000000005,27.882,27.882
DELIREST Magyarország Kft.,505377628,95480.275,0.94,94.95
DELIREST Magyarország Kft.,507065860,89060.678,7.67,139.52
Gnocco ERSTE BANK-EURÓPA TORONY,507542910,16332.82,1.004,175.131
Medicover Diagnosztikai Központ Zrt,505468826,12517.94,3.93,15.52
B+N REFERENCIA ZRT.,505378694,109935.57300000002,607.24,3393.11
INTEGRÁL ZRT.,505379206,37878.901,179.2,498.0
Vadgazdálkodási Ágazat,505501887,11019.664,40.4,40.4
PLASTINVEST KFT.,505379441,2503.588,22.76,22.76
Budai Szemészeti Központ Kft.,507089922,89213.47400000002,0.03,295.842
FELFÖLDI ÉDESSÉGGYÁRTÓ KFT.,505379077,5611.832,20.9,20.9
PACCOR HUNGARY KFT.,505377768,393099.33200000005,0.335,1.34
ICE'N'GO KFT.,505378929,43366.72200000001,91.6,466.58
Nógrád Vármegyei Szent Lázár Kórház,505377490,103005.61099999999,7.1,782.11
EGAL-TEAM FACILITY KFT.,507533542,206801.77200000003,0.3,408.97
EFEF ÉLELMISZERIPARI ÉS KERESKEDELM,505378538,38230.83600000001,3.05,62.76
MAMAISON Andrássy Hotel,507266671,27766.792000000005,6.4,163.964
Pécsi Tudományegyetem,507602842,5509.832,24.08,24.08
PRIZMA-JUNIOR ZRT.,505378807,49445.11200000001,23.78,360.972
Győr-Moson-Sopron Megyei Kormányhiv,507034926,4340.1990000000005,5.55,5.55
Medicover Optika Kft.,507598821,2503.588,8.49,8.49
Ceglédi Toldy Ferenc Kórház,505378726,80985.16600000001,3.5,236.5
Magyar Honvédség Egészségügyi Közpo,505377480,34969.901000000005,3.04,411.95
KERRES SMOKE AIR KFT.,505378462,5663.155000000001,24.9,74.7
PRIZMA-JUNIOR ZRT.,505378810,33536.943,46.0,190.055
Zsolt Vegh,505376136,18353.756,4.666,263.4
TE-DI Trade Kft.,505433348,14658.918000000001,498.0,498.0
Budapesti Jahn Ferenc Dél-pesti Kór,505842592,10133.348000000002,12.36,157.3
MEDICOVER EGÉSZSÉGKÖZPONT ZRT,505377309,6306.468000000001,19.64,110.4
Prestige Magánkórház Kft.,506206706,74509.75600000001,35.55,202.2
CSORBA - II. KFT.,505378334,13512.286000000002,301.56,301.56
Szabolcs-Szatmár-Bereg Vármegyei,505378721,99860.314,9.58,84.55
HIGI - SOP KFT.,505378430,140488.567,35.54,577.83
ZIRCI ERZSÉBET KÓRHÁZ-RENDELÖINTÉZE,505377990,28231.818000000003,5.55,66.0
Országos Mozgásszervi Intézet,507594136,6318.468000000001,37.6,176.0
Oroszlányi Szakorvosi- és Ápolási,505942556,5724.823,66.0,66.0
NAGYKÖRÖS REHABILITÁCIÓS SZAKKÓRHÁZ,505377169,32850.98300000001,51.8,103.6
Pásztói Margit Kórház,506441376,4340.1990000000005,22.0,22.0
Keszthelyi Kórház,507538645,11648.314000000002,11.0,88.0
SYDNEY APARTMAN HOTEL 2000 KFT.,505378661,21500.657,9.21,259.132
Membrán Rendszerek Kft.,505468844,72084.50300000001,249.0,2690.0
P.DUSSMANN KFT.,505377460,48422.55200000001,14.15,78.03
FRESH CORNER RESTAURANTS KFT.,505378437,27591.16,80.244,135.2
HOLSTEIN GENETIKA KFT.,505378383,95781.98600000002,108.5,3024.6
Naplemente előtt-Szövetség 2005,505379105,2503.588,13.39,13.39
Gróf Esterházy Kórház és Rendelőint,505377577,14885.551000000003,85.2,132.0
Karcagi Kátai Gábor Kórház,505377269,139616.24300000002,18.8,1211.53
Deák Ferenc Kórház,507542589,6624.133000000001,60.5,60.5
Szegedi Tudományegyetem,505980630,11648.314000000002,44.0,93.5
FOOD BASE KFT.,505379483,10670.331,10.79,99.577
JM Hospitality Hungary Kft.,507276130,18288.757000000005,23.75,123.484
Farkasgyepűi Tüdőgyógyintézet,505377973,133475.086,0.2,35.5
Református Egységes Gyógypedagógiai,507622328,5509.832,36.54,36.54
Gilux Hungary Kft.,505482089,17863.773,7.1,404.04
ZALA CLEAN KFT,505377740,35763.216,549.6,848.4
KÖRBER HUNGÁRIA GÉPGYÁRTÓ KFT.,505378536,55271.7,208.6,208.6
Semmelweis Egyetem,505377220,23188.271,8.97,69.705
METRO KERESKEDELMI KFT.,505379083,31914.023000000005,46.0,178.67
HÁZIKÓ FARM KFT.,505379409,22651.663,22.33,568.08
Dombóvári Szent Lukács Kórház,507581425,35632.269,18.8,535.59
Törökbálinti Tüdőgyógyintézet,505377987,2569.588,17.26,17.26
ALPHA-VET KFT.,505379019,8166.743,26.78,60.6
Vandamme Hungária Kft.,506434990,47945.310000000005,1237.4,1237.4
SGY MEDICINA KFT.,505378689,2503.588,14.06,14.06
PARMEN KONZERVIPARI ZRT.,505378997,21539.348,80.8,142.1
MAMAISON Residence Izabella,507622541,73470.968,0.43,114.178
FARMOL HUNGARY KFT.,505379031,316412.416,218.6,2136.8
DEBRECENI EGYETEM KLINIKAI KÖZPONT,505377181,22447.328,1.027,21.906
MÁTRAI GYÓGYINTÉZET,505377274,11662.978000000001,11.1,114.62
ÁLLAMI SZIVKÓRHÁZ BALATONFÜRED,505377226,7554.779,163.35,163.35
TAXUS-TEN KFT.,505379045,27766.792,10.0,187.42
Bács-Kiskun Vármegyei Oktatókórház,505377252,20469.376000000004,5.55,123.39999999999999
MOHÁCSI KÓRHÁZ,505377150,31226.721000000005,21.3,192.28
CAR-TEX KFT.,505379113,228236.58500000005,0.6,2519.6
Hévízgyógyfürdő és Szent András,507638717,8261.418000000001,106.7,106.7
SIKLÓSI KÓRHÁZ NONPROFIT KFT,505377277,12743.612000000001,14.2,99.0
Selye János Kórház,505461175,4403.1990000000005,3.3,3.3
DELIREST Magyarország Kft.,507171444,15141.856000000003,48.94,86.674
JÁSZBERÉNYI SZENT ERZSÉBET KÓRHÁZ,505377272,68833.87700000001,55.5,185.96
M DENTAL KFT.,505379109,18181.095,11.04,52.092
Zollai Baromfi- és Húsfeldolgozó Kf,505378602,29122.074,320.6,320.6
KELEN KÓRHÁZ,505377721,16989.465000000004,11.18,55.96
EXTRACTUM-PHARMA RT.,505377292,62275.11400000001,82.76,307.36
DELIREST Magyarország Kft.,505377611,24470.243000000002,0.0,100.98
Bojan Mihajlov,507009731,5007.176,3.846,11.938
Pascal Koumou,507009639,5007.176,3.846,8.516
Thierry Kouagno Nana,507009708,7510.764000000001,7.692,16.986
Nikolett Papp,507009982,5007.176,3.846,33.02
PLEX - COM - MEDIK KFT,505377994,6624.133000000001,57.69,57.69
SANMINA-SCI MAGYARORSZÁG KFT,505378981,13020.597000000002,12.54,50.16
KATOLIKUS SZERETETSZOLGÁL SZENT KLÁ,505377285,78614.14600000001,0.102,93.264
SANATMETAL KFT.,505377972,71567.699,0.824,22.08
LEADEC KFT.,505378674,130509.73500000002,13.162,3302.754
Szent László Kórház,507389406,9036.393,150.7,150.7
Dél-Budai Centrumkórház-,505377120,3814.8800000000006,154.0,154.0
M Dental Szolnok,507651074,4340.1990000000005,22.08,22.08
Napvirág Idősek Otthona Nonprofit K,507389404,12354.289000000002,21.28,77.7
Nemzetközi Befektetési Holding Kft.,507638712,718826.2760000003,0.184,90.99
AKG Általános Iskola,507646419,9478.701000000001,75.66,98.98
Békés Vármegyei Központi Kórház,505378988,11223.664,10.032,10.032
Opella Healthcare Hungary Korlátolt,505378424,34239.592000000004,0.0,458.0
Mogyi Kft.,507638768,136791.92500000005,55.8,633.46
V43 Bistro & Menza Kft.,507653963,87485.527,0.94,267.328
Erika Dikter-Kovács,505369969,67164.5,0.071,0.071
Dikter-Kovács Erika,506273734,72171.676,0.358,6.8
4D ULTRAHANG KFT.,505378732,30267.056000000004,13.86,51.16
Eagle Ottawa Dolgozói Büfé,506120579,15789.845000000001,42.5,73.08
Eco-Meat Kft. Húsüzem,506820177,65488.407999999996,21.9,237.829
Bonyhádi Kórház és Rendelőintézet,505412917,11662.978000000001,1.1,117.48
BAKONY INTEGRÁLT SZOCIÁLIS INTÉZMÉN,505377518,20096.724000000002,2.0,4.0
PACAPIME KFT.,505378459,36136.637,71.7,597.5
P.DUSSMANN KFT.,507623486,34535.265,22.24,66.8
P.DUSSMANN KFT.,505377368,24804.885000000002,14.704,228.578
THAI PRESIDENT FOODS (HUNGARY) KFT.,505379398,13033.602000000003,43.8,199.2
MET FÜTÖTT UTCA HAJLÉKTALANOK KÖZPO,505378823,10014.352,12.93,27.64
PÉCSI TUDOMÁNYEGYETEM,505377140,11193.34,256.85,256.85
Silvermount,507089690,5007.176,11.38,40.77
FÖVÁROSI ÖNKORMÁNYZAT GYULAI IDÖSEK,505377300,159300.95,1.0,132.54
KVEM Kft.,507638689,6624.133000000001,66.22,66.22
GEDEON RICHTER PLC,507344351,20052.078,2116.5,2116.5
DOME FACILITY SERVICES KF,505379042,8810.056,20.0,105.81
Betegápoló Irgalmasrend,505377301,5007.176,5.016,11.704
COMPLEX MEDICAL CENTRE ZRT,505379221,2503.588,26.046,26.046
BOGDÁNY-HÚS BT.,505378978,48788.921,149.4,844.8
METRO KERESKEDELMI KFT.,505379092,87615.74799999999,15.357,241.45
Melis Operation Kft,505379533,5663.155000000001,10.97,63.054
Dr. Romics László Egészségügyi Inté,507145310,3261.5670000000005,66.2,66.2
JJDMH KFT.,505822082,2569.588,25.9,25.9
EGER-PARK HOTEL KFT.,505378017,34070.981,23.9,337.5
Speedy Clean Service Kft.,507622325,184819.12500000006,228.6,1019.8
Belovecz és Társa Kft.,505824460,14751.560000000001,68.7,68.7
Medicover Szolnok Laborpont,507250327,8680.398000000001,6.1,11.04
Semmelweis Egyetem,505377198,22532.292,1.806,9.24
P.DUSSMANN KFT.,505377456,7233.780000000001,76.68,76.68
EGYESÍTETT SZT.ISTVÁN ÉS SZT.LÁSZLÓ,505377228,2503.588,3.5,3.5
VASZARY KOLOS KÓRHÁZ,505377224,162100.81699999998,0.455,82.5
Budapesti Uzsoki Utcai Kórház,505866649,10003.354000000001,2.052,664.4
Veronika Wellner,505383612,82186.028,0.792,40.92
ALFA HIGIÉNIA KFT.,505378464,17071.795000000002,26.78,131.49
IKEA SOROKSÁR,505500498,20805.011000000002,28.0,87.71
FAKULTÁS FM ZRT.,505378417,13712.915000000003,3.846,152.97
LILIOMKERT KATOLIKUS ÓVODA,505378465,8166.743,21.28,51.8
GYULAHÚS KFT.,505378711,258325.00000000003,0.041,0.57
METRO KERESKEDELMI KFT.,505379086,24019.287,5.15,838.95
Ecolab Hungary Kustos Edit,505369993,20684.683,1.52,65.084
Mitie FM Ltd (Hungary),505379490,2503.588,36.54,36.54
DR BATA ZRT.,505379112,15211.520000000002,103.6,103.6
PERFECT MED GYÓGYCENTRUM,505378787,16835.496,14.509,23.1
Semmelweis Egyetem,505377190,7510.764000000001,1.9,3.8
Opella Healthcare,505378423,13529.574,229.0,229.0
PRIZMA-JUNIOR ZRT.,505378806,3802.8800000000006,103.6,103.6
DÉL-BUDAI EGÉSZSÉGÜGYI SZOLGÁLAT,505379104,83910.308,0.175,376.4
SEMMELWEIS EGYETEM,505377212,2503.588,48.75,48.75
REXTRA KFT.,505377733,10970.331,5.55,82.79
AGEBO KFT.,505378601,67164.5,0.335,0.335
FRESH CORNER RESTAURANTS KFT.,505378438,25315.537,22.6,267.1
Privátgasztro,506106102,7510.764000000001,10.9,43.282
Márta Orosz,507009975,67164.5,0.2,0.2
Semmelweis Egyetem,505377214,2503.588,42.18,42.18
DELIREST Magyarország Kft.,507703634,76056.60700000002,2.1,416.238
Semmelweis Egyetem,505377210,12517.94,1.648,8.24
Országos Sportegészségügyi Intézet,505786337,2503.588,33.0,33.0
KEL KFT. - KAY EEU LOGISZTIKA,505378058,218920.82400000005,266.7,23278.5
Spar Magyarország Raktár,506036227,51555.82600000001,8160.0,8160.0
AUSTRIA JUICE HUNGARY KFT,505378642,6283.477000000001,22.9,22.9
Csongrád-Csanád Megyei Egészségügyi,506091229,5509.832,34.776,34.776
EUROPTIK ROHMANN MIKROOPTIKAL KFT,505379051,3802.8800000000006,130.18,130.18
Premed Pharma Kft.,505953295,2569.588,10.8,10.8
KLINIKUS EÜ ÉS SZOLG.BT.,505378326,17360.796000000002,13.86,18.48
Advantage Med First Kft.,506872185,22447.328,12.6,44.76
DELIREST Magyarország Kft.,505377583,6306.468000000001,4.67,125.11
Visegrádi Szent Kozma és Damján,505500570,8400.743,11.1,66.0
WineHub Holding Kft.,507716097,80994.398,0.576,96.035
# ADONYI BT.,507263007,3159.5670000000005,71.7,71.7
Heves Vármegyei Markhot Ferenc Kórh,505377134,76730.78600000001,32.9,1297.32
PPP Private Powder Products Kft.,507693439,5509.832,33.36,33.36
HUNGRANA KEMÉNYÍTÖ- ÉS IZOCUKORGYÁR,505378796,187566.12300000002,9499.2,9499.2
DOME FACILITY SERVICES KFT.,507272410,36506.888,3.61,92.12
SZAKÁLY KFT.,505378776,108075.96099999998,1.88,135.196
METRO KERESKEDELMI KFT.,505379090,77691.66500000001,15.45,210.72
DR. ROSE MAGÁNKÓRHÁZ KFT.,505379447,2503.588,44.88,44.88
VILI-SPRINT 3 KFT.,505378342,6319.134000000001,73.08,73.08
CLEAN-TEAM KFT.,505377581,10665.34,253.324,253.324
Debreceni Egyetem Klinikai Központ,505379114,52186.455,3.93,196.5
PERNIX PHARMA GYÓGYSZERGYÁRTÓ KFT,505379010,12987.612000000001,43.8,65.7
Wolt Services Magyarország Kft.,507241252,159459.876,0.1,147.95
VP- MED KFT.,505378562,2503.588,5.624,5.624
Plazmaszolgálat Kft.,505378490,10670.331,6.052,73.686
GALLUS BAROMFITENYÉSZTÖ ÉS KELTETŐ,505379028,39828.181000000004,251.9,716.7
Rábaparti Integrált Szociális Intéz,505377574,12566.954000000002,16.224,16.224
Euro-Chicken Kft.,505377736,22212.024000000005,278.8,334.6
Dräger Safety Hungária Kft,505983279,2503.588,3.026,3.026
LEADEC KFT.,505378681,34559.597,9.58,105.38
Dél-Pesti Centrumkórház Országos,505379197,3159.5670000000005,77.0,77.0
SEMMELWEIS EGYETEM,505377221,2503.588,20.064,20.064
KÁVÉZÓ KFT.,505379336,6974.447000000001,53.31,177.7
BUDAPEST GYÓGYFÜRDÖI  ZRT,505377488,5007.176,0.0,7.6
HUMAN BIOPLAZMA KFT.,505378922,18032.768,68.7,458.0
CSOKI PRALINÉ KFT.,507749816,84689.61600000002,0.43,41.572
BÜKKÖS HOTEL KFT.,505378734,2569.588,36.54,36.54
METRO KERESKEDELMI KFT.,505379095,61990.401999999995,5.15,197.509
KÖRTE KÖRNYEZETTECHNIKA,505378630,4509.858,206.1,206.1
Gál Generál Kft.,507119808,5024.1810000000005,11.0,11.0
BÉRES GYÓGYSZERGYÁR ZRT,505378425,8680.398000000001,24.9,41.8
