Name Ship to,Ship to party,Total Cost,Min,Max
LIČANKA PROIZVODNJA PIĆA d.o.o.,507139278,52.02,107.6,134.5
Franck d.d. - ATALIAN,507764859,18.86,34.75,34.75
Nova Natura d.o.o,507814542,18.48,163.83,163.83
SANOL H d.o.o.,507138959,20.85,45.5,52.102
RESTORAN XXXLESNINA SPLIT,507843457,143.9,1.032,149.95399999999998
AGS SKLADIŠTE OSIJEK,507863222,1009.1400000000003,0.51,2201.39
IREKS AROMA d.o.o.,507138298,63.7,22.33,211.2
RUS - AC POLARI,507138798,99.38,329.59,329.59
HOTEL PAGUS,507138277,14.0,5.16,24.875
Hotel Vodice d.d.,507523518,21.0,2.4,22.815
"GAVRILOVIĆ PRVA HRV.TVOR.SAL.,SUŠ.",507138192,7.0,0.212,0.212
Renata Bahlen,500743923,22.84,71.93,79.23
MEDICPRO d.o.o.,507138926,14.11,94.919,94.919
HOTEL PINIA,507139358,85.7,8.82,247.18
SJAJ PRAONICA RUBLJA,507798454,215.71000000000004,20.9,566.75
HOTEL DELFIN,507138565,7.0,20.394,20.394
EKO EKSPRES - PODRAVKA,507138405,7.0,0.149,0.149
Mihaljevic d.o.o,507889891,52.86,251.06,251.06
AQULUX,507138510,121.55,124.5,932.0
OLYMPUS - SPECIJALNA BOLNICA PRIMAM,507138148,7.0,27.51,27.51
HOTEL SIRENA,507138571,122.06,6.104,146.1
LABRANDA HOTEL SENSES,507139657,21.0,3.424,11.78
RUS - APP GALIJOT,507138769,104.47,21.62,368.01
"PC CENTRALNA KUHINJA VINEŽ, MT 3127",507138675,7.0,1.98,1.98
HOTEL ALBATROS,507915402,22.92,14.4,31.403
OLYMPUS - POLIKLINIKA SUNCE SPLIT,507138126,7.0,10.59,10.59
HOTEL EPIDAURUS,507915326,51.19,0.029,73.413
PETROKEMIJA - KUĆA MIKLENIĆ (Atalia,507139119,7.0,14.8,14.8
PJ PARENTIUM,507139832,7.0,9.948,9.948
ALCA - SPLIT,507138292,20.35,53.533,53.533
Praonica tip top,507889893,264.12,20.9,339.6
HRVATSKA MATICA ISELJENIKA,507138329,7.0,0.8,0.8
PRAONICA RUBLJA DUGA,507516442,139.26,189.63,721.86
RUS - APARTMANI ASTRA,507138779,35.83,24.96,189.07
Restoran ERSTE CARD CLUB,507579418,16.43,12.67,35.81
PC KAMP KRK,507138634,7.0,7.46,7.46
PC HOTEL ZVONIMIR - 5273 DOMAĆINSTV,507138643,14.0,2.49,6.775
EMANUEL & MATEO J.D.O.O.,507928944,84.87,41.8,293.37
PC ARGOSY - 7502 KUHINJA,507138654,7.0,6.568,6.568
MARCHE RAVNA GORA (AUTOCESTA RIJEKA,507139823,7.0,1.78,1.78
KAMP ROŽAC,507138616,44.35,255.92,255.92
RUS - AC Veštar,507138799,40.1,284.21,284.21
HOTEL KOMPAS,507138548,7.0,10.504,10.504
HOTEL EXCELSIOR,507138545,35.0,0.43,7.494
GRAND VILLA ARGENTINA,507138544,28.0,0.86,7.064
Hotel Supetar,507469305,21.0,0.43,2.672
PC HOTEL KORALJ,507138630,7.0,14.398,14.398
RUS - AC Pineta Fažana,507966174,40.1,243.335,243.335
PC TIRENA,507138418,44.19,0.2,74.175
HOTEL BONJ,507138570,21.509999999999998,28.02,48.370000000000005
Conex-Trade d.o.o.,507913790,44.35,256.85,256.85
"Longin beauty lounge, obrt za uslug",507969648,31.66,157.17,157.17
CENAR SPOT - OSEJEVA (Atalian),507139122,14.51,41.48,41.48
RUS - HOTEL MEDITERAN,507138763,67.7,31.83,284.74
Kaufland Vodice 6730,507969380,153.37999999999997,11.12,217.0
Mala ventula j.d.o.o,507988979,31.66,157.222,157.222
IMPERIAL LACROMA - 52620 DOMAĆINSTV,507188882,7.0,6.322,6.322
Marikomerc - Karmel ice,507992424,52.86,270.8,270.8
PRAONICA RUBLJA HISTRIANORUM LAVI (,507138709,99.38,325.95,397.238
Korčula Hill d.o.o,507924604,180.97999999999996,93.6,269.742
Šugaman j.d.o.o za usluge i trgovin,507924607,164.94,17.822,345.52
Energo floor d.o.o,507992228,207.54,17.822,991.88
Šumpreš 3,507999785,26.01,104.51,104.51
RUS - HOTEL MATERADA,507138764,49.69,329.59,329.59
SHERATON ZAGREB HOTEL,507139250,14.0,1.35,5.44
HOTEL ESPERANTO d.o.o.,507138512,17.52,69.5,69.5
Grašo commerce d.o.o,508021206,26.01,116.264,116.264
CAFFE BAR PROMENADA,507139571,37.33,152.05,152.05
OLYMPUS – CROATIA POLIKLINIKA,508021203,13.8,32.565,32.565
PATREA proizvodnja i prodaja suveni,507139174,7.0,1.05,1.05
TETEX d.o.o.,507139522,20.35,92.89,92.89
Obrt Lušija-praonica rublja,507992322,76.13,574.772,574.772
PC BAŠKA BEACH CAMPING RESORT - 527,507138698,7.0,3.154,3.154
HOTEL KRALJ TEHNIX D.O.O.,507139937,11.6,38.14,38.14
CROATIA-HVAR d.o.o.,507462179,88.7,236.29,255.19
GEBRUDER WEISS d.o.o.,507139214,7.0,22.9,22.9
KAUFLAND HRVATSKA k.d.,507138300,7.0,2.38,2.38
PRAONICA RUBLJA BIJELA KOŠULJA,507139192,20.35,53.466,53.466
"GORAN, UGOSTITELJSKI OBRT",507139660,23.19,59.02,59.02
PC SOLARIS - KAMP SOLARIS,507138182,7.0,22.825,22.825
ZATIŠJE 2003 d.o.o.,507798457,42.83,69.9,144.4
ISTARSKA PIVOVARA d.o.o.,507139156,28.83,164.3,164.3
VIRC d.o.o.,507138617,23.89,112.73,112.73
OLYMPUS - POLIKLINIKA BORZAN d.o.o.,507138149,13.8,49.19,49.19
PC VALAMAR CLUB DUBROVNIK,507138419,7.0,11.486,11.486
MCR d.o.o. HOTEL FRANKOPAN,507248749,7.0,20.88,20.88
BLAŽEKA d.o.o.,507139367,7.0,12.0,12.0
3 MT d.o.o.,508139324,7.0,17.822,17.822
MARCHE DRAGANIC SJEVER (AUTOCESTA Z,507139818,7.0,5.01,5.01
ZAGREBAČKA PIVOVARA - obrada,507138749,1415.42,119.5,4777.6
ALCA - LOGISTIČKI CENTAR SINJ,507138239,7572.9,0.8,11298.588
ALCA - skladište ZAGREB,507138278,5873.29,0.456,35634.35
WATERMAN MILNA RESORTS - GAVA (SVPE,507138538,606.38,8.97,995.6
HOTEL RIVA,507138562,238.08,10.82,214.216
UPRAVA ZA ZATVORSKI SUSTAV,507138327,120.48,418.16,481.148
ELCON - PREHRAMBENI PROIZVODI d.o.o,507139608,99.66,265.76,319.13
KBC SPLIT - PRAONICA,507139345,2784.69,279.0,2338.6
MEDIKA - Split,507138209,642.39,10.9,690.528
KAUFLAND ZADAR-SINJORETOVO,507138447,444.19,10.76,186.007
MEDIKA - Osijek,507138212,19.48,209.234,209.234
PRAONICA RUBLJA ŠPALINE (kod ACI ma,507139172,103.37,22.33,200.1
OLYMPUS - KLINIKA ZA PLUĆNE BOLESTI,507138147,7.0,28.01,28.01
MEDIKA -  Rijeka,507138210,943.88,5.14,1731.268
MEDIKA d.d.,507138208,1026.28,10.9,1654.68
ZAGREBAČKA PIVOVARA - puniona,507138748,3151.37,477.2,15095.22
RUS - AUTOCAMP AMARIN,507138776,60.24,415.75,415.75
OBRT ZA TRGOVINU I USLUGE DODO,507139323,368.12,17.77,719.37
PRAONICA PLAT d.d.,507138517,6902.23,71.288,10407.900000000001
GASTRO - TIM d.o.o.,507139641,565.24,19.05,1224.05
ALCA - skladište Rijeka,507138296,296.73,0.075,81.752
INSTITUT ZA HIGIJENU d.o.o.,507139416,743.35,3.27,911.148
PC PRESIDENT,507138416,21.0,1.8,20.154
PRAONICA RUBLJA HISTRIANORUM LAVI,507138507,487.8,52.2,1185.51
PRAONICA RUBLJA HISTRIANORUM LAVI,507139072,1724.09,73.32,3396.6
ZRAČNA LUKA PULA d.o.o.,507139462,40.1,212.936,212.936
GALEB 1950 d.o.o.,507139400,1656.19,41.8,1067.4
RUS - SRC LOVORKA,507138795,311.53,0.12,580.67
RUS - JGL d.d.,507138767,140.0,0.456,376.12
MASLINA RESORT (TRAJEKTNI TERMINAL),507139675,85.02,13.8,175.184
KOKA - SKLADIŠTE,507138232,2633.1,771.616,4213.92
MEDICAL INTERTRADE d.o.o.,507138191,1155.66,0.5,1811.56
CARLSBERG CROATIA d.o.o.,507138422,2768.33,1.6,10439.62
HEINEKEN HRVATSKA d.o.o.,507138806,2606.32,0.1,6710.76
ZDENKA - mliječni proizvodi d.o.o.,507139168,730.48,99.6,1116.0
COCA-COLA * PUNIONICA ZAGREB,507138051,1728.89,62.7,6643.110000000001
KAMPOR MAKS,507289729,1131.06,5.67,8306.35
SPINAKER DUBROVNIK d.o.o.,507139365,1740.82,71.288,1203.4
LAKOVIĆ d.o.o.,507139079,269.05,484.926,690.3000000000001
HOTEL PALACE ELISABETH,507138574,245.6,3.451,184.244
HOTEL PHAROS,507138559,166.85,6.666,899.6179999999999
HOTEL AMFORA,507138558,563.85,1.52,1034.0240000000001
HOTEL BEACH BAY HVAR,507474513,108.06,0.42,110.49
OLYMPUS - OPĆA BOLNICA ZADAR,507138124,210.09,10.59,182.29
DUKAT MP TVORNICA ZAGREB,507138524,731.27,2.472,1461.6499999999999
EKO EKSPRES - PUNIONA JAMNICA,507137907,1867.69,0.006,7051.299999999999
HOTEL MORENIA - DOMAĆINSTVO,507139516,20.35,79.3,79.3
HILTON IMPERIAL DUBROVNIK - domaćin,507138578,554.97,0.25,365.46900000000005
KAMP SOLARIS (ISTRA LOGISTIKA d.o.o,507139479,166.37,60.05,148.68
SVPETRVS HOTELI - centralno skladiš,507138540,1613.11,19.05,2938.19
HOTEL JADRAN (WOT),507139665,763.98,1.11,1052.177
SALESIANER MIETTEX Lotos d.o.o.,507138581,2646.76,0.003,17460.8
OLYMPUS - OPĆA ŽUPA.BOLNICA POŽEGA,507138130,79.88,10.59,62.85
PRAONA d.o.o.,507138621,6061.32,228.6,9427.800000000001
KAUFLAND DUGO SELO,507138356,235.62,6.67,70.63
KAUFLAND ZAGREB BARUTANSKI JARAK,507138479,239.98,6.67,254.91899999999998
KAUFLAND ŠIBENIK,507138362,404.17,9.46,250.21
KAUFLAND ČAKOVEC,507138307,235.84,6.67,65.179
KAUFLAND ZADAR,507138303,505.94,10.67,239.0
KAUFLAND ZAGREB JABLANSKA,507138388,354.28,6.67,172.798
EUN TEHNIKA ČIŠĆENJE,507139201,273.61,3.87,236.285
KAUFLAND POŽEGA,507138320,455.63,11.12,248.07
KAUFLAND VIROVITICA,507138313,257.78,0.78,239.56
EMPWR d.o.o.,507139279,1448.84,9.6,1142.8
VINDIJA - SKL.REPROMATERIJALA,507138057,4536.03,8.62,10407.64
HOTEL DUBROVNIK d.d.,507138046,570.55,3.38,637.504
SARDINA d.o.o.,507139217,2092.17,0.289,2676.9
OLYMPUS - CROATIA POLIKLINIKA,507514521,57.7,16.72,98.57
MEDICINA-PROMET d.o.o.,507138196,1440.26,12.54,2983.1
DUKAT - ZAGREB II (agri),507138528,349.03,199.2,3225.6
OLYMPUS - OPĆA BOLNICA KARLOVAC,507138117,105.02,10.59,62.35
OLYMPUS - OPĆA BOLNICA ZABOK,507138123,102.62,10.59,56.02
NOVI HOTELS&RESORT,507139584,160.48,27.35,228.344
HRVATSKI TELEKOM (Atalian),507138085,238.05,14.29,107.027
HOTEL ADRIANA,507138561,180.2,7.694000000000001,877.559
HOTEL CROATIA - DOMAĆINSTVO,507139743,149.87,9.03,92.424
HOTEL CROATIA - PRAONICA,507139747,1016.38,22.33,942.008
HOTEL CROATIA - JAVNI PROSTORI,507139745,178.25,43.88,92.86
TURISTHOTEL-PRAONICA RUBLJA,507138333,9930.2,59.724,21551.55
HOTEL AMPHORA (PLAVI SAFIR d.o.o.),507139137,1747.76,46.6,727.5999999999999
KAMP LANTERNA (ISTRA LOGISTIKA d.o.,507139478,145.37,28.58,175.946
DUKAT MP TVORNICA BJELOVAR,507138525,3310.23,0.149,8420.8
PRAONICA RUBLJA BIJELA HARMONIJA,507139276,862.6,248.6,2757.5
Eko ekspres GW skladište,507228129,671.66,1.44,15121.69
PRAONICA UMAG - MT 7300,507139133,3851.81,0.11,11648.33
HILTON IMPERIAL DUBROVNIK - kuhinja,507138579,503.7,1.0,319.6
3 M d.o.o.,507139327,14.0,0.2,0.4
Praonica rublja Krokoteks,507139144,745.27,146.7,3926.2
KAUFLAND ZAGREB SLOBOŠTINA,507138444,178.23,0.86,107.289
KAUFLAND ZAGREB BLATO,507138443,300.39,6.67,239.95799999999997
OLYMPUS - KB DUBRAVA,507138105,215.34,16.623,241.0
OLYMPUS - KBC REBRO,507138110,228.85,10.59,257.11
HOTELI BAŠKA VODA - CENTRALNO SKLAD,507138494,879.38,0.266,616.547
SUNČANI HVAR -skl.,507138557,1199.39,24.544,2490.5
KAUFLAND BIOGRAD,507138481,427.39,0.228,239.4
AGS GASTRO SISTEMI d.o.o.,507138850,868.08,0.045,1576.29
YASENKA - skladište Medical Intertr,507139216,261.43,20.9,478.0
DALBO DARDA,507138354,7837.24,0.3,14420.87
KAUFLAND VINKOVCI,507138321,332.05,6.67,226.46
KAUFLAND OSIJEK,507138311,551.42,9.46,174.058
OLYMPUS - OPĆA ŽUPA.BOLNICA  VUKOVA,507138122,163.88,10.59,55.519999999999996
KAUFLAND SLAVONSKI BROD,507138310,529.18,6.67,175.98
KIM MLJEKARA KARLOVAC d.o.o.,507138531,404.31,8.62,1195.35
"NERON Obrt za pranje rublja, vl. Ne",507139218,1337.41,249.0,2718.2800000000007
MEDUZA d.o.o.,507139461,52.84,12.0,358.5
KAUFLAND UMAG,507138389,356.2,0.228,201.72
KAUFLAND RIJEKA,507138304,509.19,6.67,269.62
ELBI MEDIKAL - skladište,507138161,129.35,47.0,232.97
KAUFLAND KOPRIVNICA,507138318,246.16,6.67,254.29
KAUFLAND SISAK,507138305,429.7,5.19,152.64
KAUFLAND ZABOK,507217093,247.83,6.67,288.756
USLUŽNI OBRT ELBY,507474515,204.08,46.66,369.59999999999997
ARENA HOSPITALITY - PRAONICA RUBLJA,507238823,2438.61,243.6,2630.3999999999996
IKEA Hrvatska d.o.o.,507139353,70.0,0.504,22.5
DUBROVAČKI VRTOVI SUNCA d.o.o.,507138803,1510.87,0.76,3298.06
PIK VRBOVEC (Atalian GSC),507138421,3379.23,21.725,9827.619999999999
S.M.Gastro 2022 d.o.o.,507306198,597.26,17.77,1061.5
NEWREST DUBROVNIK,507139282,480.77,3.54,162.19
HOTEL LAPAD d.o.o.,507138796,558.49,0.666,1220.86
"PC PRAONICA RUBLJA, MT 3088 SKL.POT",507138715,6384.06,106.62,12784.944
PE-RI d.o.o.,507139452,142.58,22.33,201.2
TRGOVAČKI OBRT FUTURA,507138953,1167.14,0.516,831.933
KAUFLAND ZAGREB PEŠČENICA,507138482,327.93,0.228,166.868
"DOMAĆINSTVO HOTEL AMARIN, MT 38005",507138998,7.0,2.16,2.16
DOMAĆINSTVO KAMP KOVERSADA - MT 810,507139019,7.0,0.54,0.54
KAMP VIRA,507138566,78.7,16.104,219.528
HOTEL CROATIA - HIP ZAJEDNIČKE SLUŽ,507139744,160.3,24.04,133.04
KAUFLAND MAKARSKA,507138446,208.93,0.684,179.76999999999998
KAUFLAND SINJ,507138314,381.82,9.46,229.9
LAVACO d.o.o.,507139385,421.34,0.25,310.42
DUBROVNIK USLUGE - PRAONICA RUBLJA,507139388,1337.75,96.46,361.5
HOTEL ATRIUM (PLAVI SAFIR d.o.o.),507139138,299.58,44.66,273.9
AGS SKLADIŠTE ZAGREB,507138856,1168.5,0.836,4324.0
KAUFLAND ROVINJ,507138480,257.99,6.67,150.498
KAUFLAND KUTINA,507138319,266.71,6.48,288.9
KAUFLAND ZAGREBAČKA,507138441,311.05,6.67,265.299
"""ROZA, vl. Marino Škofić""",507139645,224.76,23.4,377.0
WATERMAN HOTEL MILNA -  (SVPETRVS H,507138539,38.66,12.918,161.844
OLYMPUS - KB MERKUR,507138106,136.82,10.59,68.68
OLYMPUS - OPĆA BOLNICA DR.T.BARDEK,507138131,170.76,21.18,103.02
HOTEL MORENIA - KUHINJA,507139515,209.4,17.384,166.19
KAUFLAND ZAGREB RAVNICE,507138302,289.52,6.67,498.056
LINDSTROM d.o.o.,507139185,690.51,23.4,1238.19
HOTEL LERO d.o.o.,507139686,474.09,5.216,243.44
OLYMPUS - KB SESTRE MILOSRDNICE,507138107,74.71,10.59,55.52
GUMEX PLUS d.o.o.,507139281,239.83,31.32,398.4
DINES DUO d.o.o.,507139162,657.45,0.3,1266.25
"ECO WASH, vl. S.Petković i J.Mandić",507139628,120.48,297.168,529.9259999999999
OLYMPUS - OPĆA ŽUPANIJSKA BOLNICA V,507138135,83.4,10.59,44.93
DALBO - SKLADIŠTE,507138342,1313.76,22.4,2071.69
OPREMA-STROJEVI d.d.,507138626,7.0,6.1,6.1
KAUFLAND ZAGREB SESVETE,507138358,273.58,6.67,139.42
CAFFE BAR ŠUŠUR,507139152,7.0,3.2,3.2
SPEC.BOLNICA ZA PSIHI. I PALI.SKRB,507139290,215.34,18.8,97.27
OLYMPUS - KBC RIJEKA,507138111,273.79,52.95,177.65
RUS - HOTEL MOLINDRIO,507138792,212.32,32.43,356.25
RUS - APP Bellevue,507138765,333.96,10.81,466.03
PODRAVKA (Atalian GSC),507138049,120.97,13.65,160.58
"LOPAR, obrt za pranje rublja",507139527,25.99,151.4,151.4
PRAONICA RUBLJA MOČA S. VIDAS-RUŽIĆ,507139528,21.76,111.04,111.04
RUS - AC POLARIJ,507138772,49.69,300.25,300.25
RUS - AUTOKAMP VEŠTAR,507138780,49.69,300.25,300.25
TAPESS - SKLADIŠTE,507138221,835.27,71.45,731.22
KAUFLAND TROGIR,507138442,553.15,6.67,281.799
Fidel from the sea,507519586,7.0,3.465,3.465
KAUFLAND ZAGREB-STUDENTSKI GRAD,507138315,307.57,6.67,295.95
EKO EKSPRES - PUNIONA JANA,507138363,989.47,239.0,2274.8
KAUFLAND BJELOVAR,507138306,214.71,6.67,165.639
PRAONICA RUBLJA MASLINICA,507138505,546.82,47.8,469.62
PRAONICA RUBLJA LAVANDA,507138604,67.94,431.4,431.4
UGOST.OBRT STARAC,507138413,68.05,12.67,93.64
eLog d.o.o.,507139697,402.86,71.7,1110.0
RESTORAN 360,507138533,335.46,0.5,204.26
PRAONICA RUBLJA DE LONGO,507138506,135.13,0.21,647.18
VELI ROKO d.o.o.,507139532,173.53,20.9,282.62
MAGDALENA,507138516,435.68,30.389999999999997,313.89000000000004
KAUFLAND SAMOBOR,507138316,147.14,6.37,55.39
CROMARIS d.d.,507139321,2181.83,213.3,5592.0
HT (Atalian),507138081,21.11,26.424,64.803
RESTORAN XXXLESNINA ZAGREB,507139470,55.8,13.07,41.114
KORČULA INŽENJERING d.o.o.,507139496,217.43,111.65,363.34200000000004
Španmes – obrt za preradu i trgovin,507419947,38.96,46.8,306.6
HOTELI BAŠKA VODA-PRAONA,507138497,541.43,83.6,1165.52
LEDEN obrt za servisiranje,507138910,559.7,360.404,606.5790000000001
OLYMPUS - OPĆA BOLNICA DR.J.BENČEVI,507138134,203.02,16.623,115.28999999999999
TURISTIČKO-ŠPORTSKA LUKA,507139580,168.28,48.55,121.46
HOTEL DUBROVNIK PALACE,507138543,1827.65,35.54,846.3000000000001
"""CALIPSO, STOJNIĆ KORINA""",507139677,135.76,1447.6,1447.6
KAUFLAND ZAGREB JANKOMIR,507138387,217.62,3.28,216.406
KAUFLAND ZAPREŠIĆ,507138361,189.5,11.379,289.96
PSIHIJATRIJSKA BOLNICA LOPAČA,507138742,97.69,167.134,241.23
PC ISTRA,507138171,25.94,17.77,53.31
ŠKOKIĆ d.o.o.,507139325,1108.75,229.0,243.0
TOPLICE SV.MARTIN,507138272,11.6,46.8,46.8
EKO EKSPRES - PUNIONA JUICY (STANIĆ,507137908,96.4,208.6,233.5
KAUFLAND KARLOVAC,507138448,276.09,6.67,109.53
HOTEL MONDO  (KOBUS d.o.o.),507139741,482.46,20.9,228.13
MMC D.O.O.,507535845,14.51,47.19,47.19
MON AMI d.o.o.,507139150,504.55,228.6,1332.9
KAUFLAND VUKOVAR,507138359,287.45,11.379,102.51
KAUFLAND PULA - ULJANIK,507138317,283.42,0.228,252.689
HRVATSKI TELEKOM (Atalian),507138071,32.74,32.1,51.405
"SKLADIŠTE MATERI. I REZ.DIJELOVA, m",507139136,492.46,4.674,314.64
TINAL d.o.o.,507138102,424.9,52.2,573.48
PC ARGOSY - 5252 domaćinstvo,507138653,7.0,7.8,7.8
KAUFLAND NOVA GRADIŠKA,507138309,211.07,9.46,351.438
RUS - AUTO KAMP NJIVICE,507138801,7.0,10.81,10.81
Hotel Hedera Rabac,507230128,13.8,32.43,32.43
PAPIRUS GRUPA d.o.o.,507139339,310.85,21.62,721.2
KAUFLAND ĐAKOVO,507138312,177.08,9.76,77.39
GRAND HOTEL LAV d.o.o.,507138588,848.08,4.68,1470.637
Šumpreš 2 obrt za usluge vl. Đana P,507538803,31.66,165.286,165.286
WASHTEKS d.o.o.,507139328,342.06,208.6,741.2
ACCOLA d.o.o.,507139683,44.35,229.28,229.28
PERFECTUM - SKLADIŠTE,507139226,2478.09,2.4,5181.844
INTIMELA OBRT ZA USLUGE,507516445,143.16,160.3,611.6
KAUFLAND VELIKA GORICA,507138301,210.13,6.48,67.69
OLYMPUS - OPĆA BOLNICA BJELOVAR,507138115,135.33,10.59,56.02
RUS - TN AMARIN,507138766,505.32,360.3,882.51
VUKOVARSKA PIVOVARA,507138751,49.69,395.31,395.31
HOTEL PARK,507139241,102.02,149.3,255.3
PRAONICA RUBLJA AVIOR HOLIDAYS,507138509,64.66,23.3,165.73
SUNČANI HVAR d.d.,507138556,7.0,12.104,12.104
KAUFLAND POREČ,507138322,311.72,8.79,86.828
OLYMPUS - KLENOVNIK -BOL.ZA PLUĆ.BO,507138114,121.11,10.59,51.760000000000005
BALTAS NERO d.o.o.,507139707,386.67,51.8,415.2
CROWN COOL d.o.o.,507138597,51.84,547.8,597.6
APARTMANI LANTERNA (ISTRA LOGISTIKA,507139480,412.84,120.1,463.43
RESTORAN XXXLESNINA RIJEKA,507139471,118.92,10.964,56.949
TRANS-IGO d.o.o.,507139346,27.84,139.83,164.73
HOTEL BODUL,507138560,117.99,18.68,520.606
Kaufland Rijeka Škurinje,507462779,230.07,0.228,420.793
HOTEL CROATIA - KUHINJA,507139746,7.0,0.51,0.51
JAMNICA d.d.  (ATALIAN GSC),507139108,21.11,14.41,55.01
KAUFLAND SPLIT,507138360,301.93,3.28,347.966
"L R, obrt za trgovinu, vl. Ivica Ra",507139239,48.9,111.4,136.5
ROYAL WASH VAJK d.o.o.,507516448,104.46,22.33,323.46
HOTEL PLAŽA,507138759,575.59,457.2,1610.0
Agencija za komercijalnu,507261147,55.69,21.62,161.26
RESTORAN MAGMA (Atalian),507139120,23.2,46.59,47.8
LJUBICA KATANIĆ (Atalian),507139097,109.91,14.545,84.12
PATREA proizvodnja i prodaja suveni,507139177,37.19,3.44,71.47
PIVOVARA DARUVAR d.o.o.,507139615,171.33,7.3,1516.0
FEATHER j.d.o.o.,507139734,776.58,0.21,847.679
PRAONICA RUBLJA INTIMELA,507139536,523.13,135.14,1265.3
RESTORAN CAVALLINO,507138330,26.17,84.71,166.71
ADRIALAB d.o.o.,507139286,137.33,134.5,328.89
ZAGREBAČKA PIVOVARA - variona,507138750,199.97,22.33,157.45
BOB*s INDUSTRIJSKA ZONA,507138340,30.41,95.09,137.4
PETASON d.o.o.,507138338,0.0,99999.0,0.0
Sulet grupa,507435071,0.0,99999.0,0.0
GENERA d.d.,507139159,110.93,229.0,462.68600000000004
OLYMPUS - KB SPLIT,507138108,131.41,63.54,283.86
DENIĆ USLUGE d.o.o.,507188873,135.88,498.0,498.0
"BRUŠKIN, Obrt za usluge, vl. Katija",507139433,26.01,124.128,124.128
VINDON-SKL.REPROMATERIJALA,507138325,856.8,20.9,1280.0
KAUFLAND ZAGREB SREDIŠĆE,507138445,171.79,7.2,106.63999999999999
IGO-MAT d.o.o.,507139555,80.38,297.7,310.37
BELUPO - tvornica krutih lijekova,507138045,901.9,12.44,6905.2
PLIVA - SKLADIŠTE REŽIJSKOG MATERIJ,507138745,535.21,104.5,1614.0
VILLA JAGODNA,507139392,20.35,70.21,70.21
OLYMPUS - OPĆA BOLNICA PULA,507138146,39.74,21.18,55.52
MARDEŠIĆ SKL. - BJANKO TRANSPORTI,507139182,810.66,12.0,2486.4
"MESNICA KANURIĆ, vl. Sanel Kanurić",507139589,43.88,309.8,394.4
Artearia Hotel,507139563,23.3,22.33,114.5
OLYMPUS - KLINIKA ZA INFEKTIVNE BOL,507138113,60.56,38.6,55.52
DOMAĆINSTVO KAMP ALEM,507368966,7.0,0.25,0.25
ATALIAN GSC - SKLADIŠTE,507139086,223.24,0.532,663.888
PC KAMP LANTERNA,507138183,21.0,3.64,11.63
ALCA - ZADAR,507302332,35.51,0.912,31.990000000000002
VETROPAK STRAŽA,507137910,168.46,23.9,128.821
OMCO,507138041,157.19,27.57,91.23
OLYMPUS CZECH GROUP s.r.o. Podružni,507139377,55.85,5.17,68.68
SANOL H d.o.o.,507138958,198.87,25.734,841.69
RESTORAN LATERAL,507138810,9.43,46.91,46.91
RBA - RESTORAN,507138429,55.26,0.228,97.59
NATURALIS d.o.o.,507138337,205.89,47.8,426.9
URIHO - ZAGREB,507139716,116.57,66.99,303.24
PERI LAND d.o.o.,507139652,156.05,25.9,258.76
OPTIMUS PLUS - skladište,507139213,275.84,43.746,977.1
ŠTIPALICA j.d.o.o.,507139511,181.11,149.4,442.1
VILA PARADISO,507138501,30.27,143.4,143.4
HM - UNIIMPEX - skladište,507188877,122.88,498.0,747.0
RESTORAN XXXLESNINA PULA,507139469,143.34,6.223,69.809
HOTEL LUXE,507138969,44.35,283.65,283.65
HRVATSKI TELEKOM (Atalian),507138078,168.46,55.67,146.1
PC VALAMAR BELLEVUE HOTEL&RESIDENCE,507138204,7.0,8.288,8.288
OLYMPUS - POLIKLINIKA SUNCE,507138132,28.0,10.59,17.42
GRAND PARK HOTEL - MT 27005 DOMAĆIN,507139026,7.0,21.85,21.85
HT d.d. (Atalian),507138093,114.75,11.454,66.06
"HIPP CROATIA d.o.o., Operativne zal",507138521,70.01,21.725,130.35
HOTEL BELLEVUE,507138546,69.11,7.878,121.552
K PIVOVARI d.o.o.,507139443,363.07,162.59,536.66
"N. D. - media, vl. Nikolina Čuljat",507139495,137.85,41.8,226.1
BELJE PLUS d.o.o.,507139596,61.77,89.32,147.69
HRVATSKI TELEKOM (Atalian),507138088,74.54,3.09,66.74
WESTGATE TOWER d. o. o.,507326366,174.23,0.38,615.9469999999999
VISUAL PARTNER d.o.o.,507139731,98.71,41.8,673.3000000000001
K PIVOVARI - VUKOVARSKA PIVOVARA,507139444,439.22,373.5,605.36
HRVATSKI TELEKOM (Atalian),507138092,60.82,10.281,82.48
TIFON-LABIRINT d.o.o.,507138532,23.19,85.038,85.038
PROLUTUM d.o.o.,507139191,20.35,53.31,53.31
EMPORION USLUGE d.o.o.,507139702,83.83,20.9,284.476
ISTARSKA PIVOVARA d.o.o.,507139157,47.78,143.4,143.4
HRVATSKI TELEKOM (ATALIAN),507138099,7.0,28.58,28.58
VALIPILE,507138194,157.76,0.898,1650.5
ZAJEDNIČKI OBRT SJAJ A.Bošnjak i J.,507138600,23.89,131.11,131.11
KOMPAKT d.o.o.,507137903,100.34,239.0,478.0
SILMA d.o.o.,507139190,81.22,224.415,420.2
HRVATSKI TELEKOM (Atalian),507138091,88.4,14.29,67.5
HOTEL CENTRAL,507138372,14.75,164.62900000000002,164.62900000000002
PC KAMP ZABLAĆE - 5267 DOMAĆINSTVO,507138645,21.0,0.912,3.38
